,CLOSE_DEF_PERSON_ID,GP,G,DEFENSE_CATEGORY,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
3,202362,82,58,Less Than 6 Ft,0.228,0.9,1.22,0.74,0.611,0.129
4,202362,82,67,Less Than 10 Ft,0.295,1.02,1.57,0.651,0.561,0.091
5,202362,82,78,Greater Than 15 Ft,0.621,1.34,3.32,0.404,0.367,0.037
0,204038,52,52,Overall,1.0,2.33,5.04,0.462,0.445,0.017
1,204038,52,49,3 Pointers,0.469,0.9,2.37,0.382,0.351,0.031
2,204038,52,45,2 Pointers,0.531,1.42,2.67,0.532,0.5,0.033
3,204038,52,38,Less Than 6 Ft,0.256,0.87,1.29,0.672,0.61,0.062
4,204038,52,39,Less Than 10 Ft,0.324,1.06,1.63,0.647,0.558,0.09
5,204038,52,51,Greater Than 15 Ft,0.588,1.15,2.96,0.39,0.362,0.027
0,1626188,29,29,Overall,1.0,3.38,7.1,0.476,0.436,0.04
1,1626188,29,25,3 Pointers,0.369,1.03,2.62,0.395,0.333,0.062
2,1626188,29,27,2 Pointers,0.631,2.34,4.48,0.523,0.488,0.035
3,1626188,29,20,Less Than 6 Ft,0.209,1.24,1.48,0.837,0.597,0.24
4,1626188,29,22,Less Than 10 Ft,0.335,1.55,2.38,0.652,0.541,0.111
5,1626188,29,28,Greater Than 15 Ft,0.558,1.45,3.97,0.365,0.361,0.004
0,201936,52,52,Overall,1.0,3.56,8.38,0.424,0.45,-0.026
1,201936,52,51,3 Pointers,0.484,1.35,4.06,0.332,0.356,-0.024
2,201936,52,51,2 Pointers,0.516,2.21,4.33,0.511,0.51,0.002
3,201936,52,44,Less Than 6 Ft,0.25,1.37,2.1,0.651,0.619,0.033
4,201936,52,47,Less Than 10 Ft,0.317,1.56,2.65,0.587,0.565,0.022
5,201936,52,52,Greater Than 15 Ft,0.622,1.87,5.21,0.358,0.368,-0.01
0,1627782,35,35,Overall,1.0,2.11,5.03,0.42,0.443,-0.023
1,1627782,35,34,3 Pointers,0.483,0.71,2.43,0.294,0.366,-0.072
2,1627782,35,29,2 Pointers,0.517,1.4,2.6,0.538,0.493,0.046
3,1627782,35,22,Less Than 6 Ft,0.233,0.8,1.17,0.683,0.61,0.073
4,1627782,35,23,Less Than 10 Ft,0.295,0.94,1.49,0.635,0.549,0.086
5,1627782,35,35,Greater Than 15 Ft,0.636,1.09,3.2,0.339,0.37,-0.031
0,201569,69,69,Overall,1.0,3.06,7.57,0.404,0.449,-0.045
1,201569,69,66,3 Pointers,0.475,1.1,3.59,0.306,0.359,-0.053
2,201569,69,67,2 Pointers,0.525,1.96,3.97,0.493,0.505,-0.012
3,201569,69,54,Less Than 6 Ft,0.192,1.01,1.45,0.7,0.615,0.085
4,201569,69,59,Less Than 10 Ft,0.305,1.36,2.3,0.591,0.56,0.031
5,201569,69,68,Greater Than 15 Ft,0.607,1.48,4.59,0.322,0.372,-0.05
0,202397,81,81,Overall,1.0,3.9,9.09,0.429,0.447,-0.017
1,202397,81,76,3 Pointers,0.409,1.27,3.72,0.342,0.36,-0.018
2,202397,81,81,2 Pointers,0.591,2.63,5.37,0.49,0.497,-0.007
3,202397,81,67,Less Than 6 Ft,0.228,1.31,2.07,0.631,0.607,0.024
4,202397,81,76,Less Than 10 Ft,0.326,1.75,2.96,0.592,0.557,0.035
5,202397,81,79,Greater Than 15 Ft,0.568,1.75,5.16,0.34,0.373,-0.033
0,203516,72,72,Overall,1.0,2.9,6.86,0.423,0.456,-0.033
1,203516,72,66,3 Pointers,0.399,0.79,2.74,0.289,0.367,-0.078
2,203516,72,71,2 Pointers,0.601,2.11,4.13,0.512,0.511,0.001
3,203516,72,59,Less Than 6 Ft,0.253,1.22,1.74,0.704,0.628,0.076
4,203516,72,67,Less Than 10 Ft,0.34,1.56,2.33,0.667,0.574,0.093
5,203516,72,70,Greater Than 15 Ft,0.583,1.17,4.0,0.292,0.371,-0.079
0,201583,66,66,Overall,1.0,4.08,9.12,0.447,0.453,-0.006
1,201583,66,58,3 Pointers,0.277,1.02,2.53,0.401,0.36,0.042
2,201583,66,65,2 Pointers,0.723,3.06,6.59,0.464,0.503,-0.039
3,201583,66,62,Less Than 6 Ft,0.352,1.98,3.21,0.618,0.608,0.01
4,201583,66,64,Less Than 10 Ft,0.48,2.35,4.38,0.536,0.556,-0.019
5,201583,66,64,Greater Than 15 Ft,0.44,1.42,4.02,0.355,0.369,-0.015
0,203085,60,60,Overall,1.0,4.55,9.8,0.464,0.454,0.011
1,203085,60,60,3 Pointers,0.378,1.35,3.7,0.365,0.365,0.0
2,203085,60,60,2 Pointers,0.622,3.2,6.1,0.525,0.506,0.019
3,203085,60,51,Less Than 6 Ft,0.257,1.65,2.52,0.656,0.627,0.029
4,203085,60,56,Less Than 10 Ft,0.355,2.07,3.48,0.593,0.57,0.023
5,203085,60,60,Greater Than 15 Ft,0.543,2.05,5.32,0.386,0.374,0.011
0,203481,9,9,Overall,1.0,0.89,2.22,0.4,0.522,-0.122
1,203481,9,5,3 Pointers,0.35,0.22,0.78,0.286,0.234,0.052
2,203481,9,8,2 Pointers,0.65,0.67,1.44,0.462,0.585,-0.123
3,203481,9,6,Less Than 6 Ft,0.45,0.44,1.0,0.444,0.65,-0.205
4,203481,9,6,Less Than 10 Ft,0.45,0.44,1.0,0.444,0.608,-0.164
5,203481,9,7,Greater Than 15 Ft,0.5,0.33,1.11,0.3,0.32,-0.02
0,203489,2,2,Overall,1.0,0.5,1.0,0.5,0.428,0.073
1,203489,2,1,3 Pointers,0.5,0.0,0.5,0.0,0.337,-0.337
2,203489,2,1,2 Pointers,0.5,0.5,0.5,1.0,0.469,0.531
3,203489,2,0,Less Than 6 Ft,,,,,,
4,203489,2,0,Less Than 10 Ft,,,,,,
5,203489,2,2,Greater Than 15 Ft,1.0,0.5,1.0,0.5,0.351,0.149
0,202347,20,20,Overall,1.0,1.2,2.75,0.436,0.428,0.008
1,202347,20,15,3 Pointers,0.491,0.6,1.35,0.444,0.337,0.107
2,202347,20,12,2 Pointers,0.509,0.6,1.4,0.429,0.497,-0.068
3,202347,20,7,Less Than 6 Ft,0.236,0.4,0.65,0.615,0.599,0.017
4,202347,20,8,Less Than 10 Ft,0.291,0.5,0.8,0.625,0.57,0.055
5,202347,20,18,Greater Than 15 Ft,0.673,0.65,1.85,0.351,0.347,0.004
0,202329,68,68,Overall,1.0,5.24,11.65,0.449,0.473,-0.023
1,202329,68,66,3 Pointers,0.311,1.25,3.62,0.346,0.363,-0.018
2,202329,68,68,2 Pointers,0.689,3.99,8.03,0.496,0.526,-0.029
3,202329,68,68,Less Than 6 Ft,0.361,2.34,4.21,0.556,0.63,-0.074
4,202329,68,68,Less Than 10 Ft,0.475,2.88,5.53,0.521,0.581,-0.059
5,202329,68,67,Greater Than 15 Ft,0.457,2.03,5.32,0.381,0.375,0.006
0,202498,68,68,Overall,1.0,2.26,5.56,0.407,0.463,-0.055
1,202498,68,64,3 Pointers,0.434,0.78,2.41,0.323,0.36,-0.037
2,202498,68,66,2 Pointers,0.566,1.49,3.15,0.472,0.515,-0.043
3,202498,68,48,Less Than 6 Ft,0.246,0.82,1.37,0.602,0.622,-0.019
4,202498,68,53,Less Than 10 Ft,0.328,0.96,1.82,0.524,0.568,-0.043
5,202498,68,67,Greater Than 15 Ft,0.595,1.1,3.31,0.333,0.368,-0.035
0,201577,63,63,Overall,1.0,5.81,12.0,0.484,0.487,-0.003
1,201577,63,52,3 Pointers,0.177,0.78,2.13,0.366,0.362,0.003
2,201577,63,63,2 Pointers,0.823,5.03,9.87,0.51,0.527,-0.017
3,201577,63,63,Less Than 6 Ft,0.429,2.84,5.14,0.552,0.625,-0.072
4,201577,63,63,Less Than 10 Ft,0.569,3.62,6.83,0.53,0.574,-0.044
5,201577,63,61,Greater Than 15 Ft,0.358,1.79,4.3,0.417,0.376,0.041
0,2772,66,66,Overall,1.0,3.77,8.03,0.47,0.46,0.01
1,2772,66,63,3 Pointers,0.408,0.92,3.27,0.282,0.359,-0.076
2,2772,66,66,2 Pointers,0.592,2.85,4.76,0.599,0.511,0.088
3,2772,66,62,Less Than 6 Ft,0.332,1.88,2.67,0.705,0.62,0.084
4,2772,66,63,Less Than 10 Ft,0.425,2.24,3.41,0.658,0.568,0.089
5,2772,66,64,Greater Than 15 Ft,0.515,1.32,4.14,0.319,0.37,-0.052
0,101108,58,58,Overall,1.0,4.88,10.21,0.478,0.456,0.022
1,101108,58,57,3 Pointers,0.377,1.36,3.84,0.354,0.364,-0.01
2,101108,58,58,2 Pointers,0.623,3.52,6.36,0.553,0.51,0.042
3,101108,58,57,Less Than 6 Ft,0.353,2.41,3.6,0.67,0.619,0.051
4,101108,58,58,Less Than 10 Ft,0.446,2.76,4.55,0.606,0.567,0.039
5,101108,58,57,Greater Than 15 Ft,0.463,1.71,4.72,0.361,0.375,-0.013
0,2561,73,73,Overall,1.0,2.93,7.07,0.415,0.469,-0.054
1,2561,73,56,3 Pointers,0.24,0.55,1.7,0.323,0.354,-0.032
2,2561,73,73,2 Pointers,0.76,2.38,5.37,0.444,0.516,-0.072
3,2561,73,72,Less Than 6 Ft,0.403,1.53,2.85,0.538,0.616,-0.077
4,2561,73,73,Less Than 10 Ft,0.519,1.81,3.67,0.493,0.566,-0.074
5,2561,73,67,Greater Than 15 Ft,0.401,0.99,2.84,0.348,0.366,-0.018
0,201628,13,13,Overall,1.0,1.08,2.15,0.5,0.394,0.106
1,201628,13,6,3 Pointers,0.5,0.46,1.08,0.429,0.324,0.104
2,201628,13,12,2 Pointers,0.5,0.62,1.08,0.571,0.458,0.113
3,201628,13,6,Less Than 6 Ft,0.214,0.38,0.46,0.833,0.578,0.255
4,201628,13,8,Less Than 10 Ft,0.321,0.46,0.69,0.667,0.495,0.171
5,201628,13,7,Greater Than 15 Ft,0.643,0.54,1.38,0.389,0.321,0.068
0,201954,69,69,Overall,1.0,3.45,7.8,0.442,0.443,-0.001
1,201954,69,66,3 Pointers,0.506,1.42,3.94,0.36,0.359,0.001
2,201954,69,66,2 Pointers,0.494,2.03,3.86,0.526,0.496,0.03
3,201954,69,46,Less Than 6 Ft,0.16,0.93,1.25,0.744,0.607,0.137
4,201954,69,56,Less Than 10 Ft,0.243,1.23,1.9,0.649,0.552,0.097
5,201954,69,68,Greater Than 15 Ft,0.658,1.84,5.13,0.359,0.37,-0.011
0,2199,46,46,Overall,1.0,5.04,10.11,0.499,0.49,0.009
1,2199,46,32,3 Pointers,0.135,0.52,1.37,0.381,0.367,0.014
2,2199,46,46,2 Pointers,0.865,4.52,8.74,0.517,0.525,-0.008
3,2199,46,46,Less Than 6 Ft,0.473,2.98,4.78,0.623,0.623,0.0
4,2199,46,46,Less Than 10 Ft,0.634,3.65,6.41,0.569,0.574,-0.004
5,2199,46,41,Greater Than 15 Ft,0.29,1.13,2.93,0.385,0.372,0.013
0,1626245,53,53,Overall,1.0,3.75,7.4,0.508,0.474,0.034
1,1626245,53,42,3 Pointers,0.26,0.7,1.92,0.363,0.355,0.008
2,1626245,53,52,2 Pointers,0.74,3.06,5.47,0.559,0.518,0.041
3,1626245,53,48,Less Than 6 Ft,0.416,2.04,3.08,0.663,0.615,0.048
4,1626245,53,50,Less Than 10 Ft,0.538,2.51,3.98,0.63,0.567,0.063
5,1626245,53,44,Greater Than 15 Ft,0.378,1.02,2.79,0.365,0.367,-0.002
0,1627756,76,76,Overall,1.0,4.38,9.21,0.476,0.453,0.023
1,1627756,76,74,3 Pointers,0.469,1.57,4.32,0.363,0.361,0.002
2,1627756,76,75,2 Pointers,0.531,2.82,4.89,0.575,0.51,0.065
3,1627756,76,68,Less Than 6 Ft,0.277,1.75,2.55,0.686,0.629,0.057
4,1627756,76,71,Less Than 10 Ft,0.347,2.08,3.2,0.65,0.575,0.075
5,1627756,76,75,Greater Than 15 Ft,0.601,2.09,5.54,0.378,0.373,0.005
0,1627739,51,51,Overall,1.0,5.08,10.98,0.463,0.449,0.014
1,1627739,51,50,3 Pointers,0.439,1.84,4.82,0.382,0.365,0.017
2,1627739,51,51,2 Pointers,0.561,3.24,6.16,0.525,0.496,0.03
3,1627739,51,46,Less Than 6 Ft,0.27,2.02,2.96,0.682,0.61,0.072
4,1627739,51,51,Less Than 10 Ft,0.354,2.35,3.88,0.606,0.554,0.052
5,1627739,51,50,Greater Than 15 Ft,0.575,2.45,6.31,0.388,0.377,0.011
0,1628374,68,68,Overall,1.0,5.25,10.72,0.49,0.463,0.026
1,1628374,68,63,3 Pointers,0.267,1.19,2.87,0.415,0.372,0.043
2,1628374,68,68,2 Pointers,0.733,4.06,7.85,0.517,0.51,0.006
3,1628374,68,68,Less Than 6 Ft,0.381,2.49,4.09,0.608,0.628,-0.02
4,1628374,68,68,Less Than 10 Ft,0.499,2.96,5.35,0.552,0.573,-0.021
5,1628374,68,66,Greater Than 15 Ft,0.438,1.96,4.69,0.417,0.38,0.037
0,1628436,20,20,Overall,1.0,3.8,7.45,0.51,0.488,0.022
1,1628436,20,13,3 Pointers,0.154,0.55,1.15,0.478,0.375,0.103
2,1628436,20,20,2 Pointers,0.846,3.25,6.3,0.516,0.528,-0.012
3,1628436,20,19,Less Than 6 Ft,0.53,2.35,3.95,0.595,0.639,-0.044
4,1628436,20,20,Less Than 10 Ft,0.671,2.7,5.0,0.54,0.583,-0.043
5,1628436,20,16,Greater Than 15 Ft,0.262,0.75,1.95,0.385,0.372,0.012
0,203490,76,76,Overall,1.0,4.67,9.46,0.494,0.456,0.037
1,203490,76,72,3 Pointers,0.357,1.3,3.38,0.385,0.365,0.02
2,203490,76,76,2 Pointers,0.643,3.37,6.08,0.554,0.506,0.048
3,203490,76,74,Less Than 6 Ft,0.348,2.16,3.29,0.656,0.619,0.037
4,203490,76,76,Less Than 10 Ft,0.442,2.55,4.18,0.61,0.562,0.048
5,203490,76,76,Greater Than 15 Ft,0.508,1.86,4.8,0.386,0.373,0.013
0,1627853,23,23,Overall,1.0,1.43,3.57,0.402,0.415,-0.012
1,1627853,23,20,3 Pointers,0.561,0.52,2.0,0.261,0.34,-0.079
2,1627853,23,17,2 Pointers,0.439,0.91,1.57,0.583,0.486,0.097
3,1627853,23,15,Less Than 6 Ft,0.244,0.61,0.87,0.7,0.575,0.125
4,1627853,23,15,Less Than 10 Ft,0.305,0.61,1.09,0.56,0.528,0.032
5,1627853,23,21,Greater Than 15 Ft,0.61,0.61,2.17,0.28,0.351,-0.071
0,1627885,22,22,Overall,1.0,2.91,6.82,0.427,0.449,-0.022
1,1627885,22,20,3 Pointers,0.36,0.73,2.45,0.296,0.345,-0.049
2,1627885,22,21,2 Pointers,0.64,2.18,4.36,0.5,0.505,-0.005
3,1627885,22,16,Less Than 6 Ft,0.207,1.05,1.41,0.742,0.62,0.121
4,1627885,22,19,Less Than 10 Ft,0.28,1.18,1.91,0.619,0.562,0.057
5,1627885,22,20,Greater Than 15 Ft,0.6,1.41,4.09,0.344,0.369,-0.024
0,201152,81,81,Overall,1.0,5.84,12.72,0.459,0.467,-0.007
1,201152,81,81,3 Pointers,0.405,1.86,5.15,0.362,0.363,0.0
2,201152,81,81,2 Pointers,0.595,3.98,7.57,0.525,0.52,0.006
3,201152,81,79,Less Than 6 Ft,0.275,2.3,3.49,0.657,0.632,0.025
4,201152,81,79,Less Than 10 Ft,0.37,2.85,4.7,0.606,0.576,0.03
5,201152,81,81,Greater Than 15 Ft,0.552,2.53,7.02,0.36,0.373,-0.013
0,203107,70,70,Overall,1.0,3.19,7.41,0.43,0.444,-0.014
1,203107,70,63,3 Pointers,0.41,0.89,3.04,0.291,0.358,-0.067
2,203107,70,68,2 Pointers,0.59,2.3,4.37,0.526,0.495,0.031
3,203107,70,59,Less Than 6 Ft,0.295,1.43,2.19,0.654,0.605,0.049
4,203107,70,62,Less Than 10 Ft,0.368,1.64,2.73,0.602,0.553,0.049
5,203107,70,66,Greater Than 15 Ft,0.543,1.36,4.03,0.337,0.372,-0.035
0,203897,22,22,Overall,1.0,2.59,5.95,0.435,0.458,-0.023
1,203897,22,20,3 Pointers,0.443,0.86,2.64,0.328,0.364,-0.037
2,203897,22,20,2 Pointers,0.557,1.73,3.32,0.521,0.517,0.004
3,203897,22,16,Less Than 6 Ft,0.221,0.91,1.32,0.69,0.641,0.049
4,203897,22,16,Less Than 10 Ft,0.321,1.14,1.91,0.595,0.583,0.013
5,203897,22,21,Greater Than 15 Ft,0.618,1.32,3.68,0.358,0.381,-0.023
0,1628469,15,15,Overall,1.0,2.53,6.0,0.422,0.44,-0.018
1,1628469,15,14,3 Pointers,0.544,1.07,3.27,0.327,0.359,-0.033
2,1628469,15,14,2 Pointers,0.456,1.47,2.73,0.537,0.51,0.026
3,1628469,15,13,Less Than 6 Ft,0.244,0.93,1.47,0.636,0.613,0.023
4,1628469,15,14,Less Than 10 Ft,0.278,1.0,1.67,0.6,0.573,0.027
5,1628469,15,15,Greater Than 15 Ft,0.711,1.53,4.27,0.359,0.367,-0.008
0,1626171,72,72,Overall,1.0,3.85,7.72,0.498,0.467,0.031
1,1626171,72,65,3 Pointers,0.309,0.82,2.39,0.343,0.363,-0.02
2,1626171,72,72,2 Pointers,0.691,3.03,5.33,0.568,0.516,0.051
3,1626171,72,68,Less Than 6 Ft,0.417,2.04,3.22,0.634,0.614,0.02
4,1626171,72,71,Less Than 10 Ft,0.496,2.36,3.83,0.616,0.566,0.05
5,1626171,72,69,Greater Than 15 Ft,0.432,1.22,3.33,0.367,0.375,-0.008
0,203960,22,22,Overall,1.0,2.5,6.18,0.404,0.466,-0.062
1,203960,22,17,3 Pointers,0.375,0.82,2.32,0.353,0.367,-0.014
2,203960,22,21,2 Pointers,0.625,1.68,3.86,0.435,0.522,-0.087
3,203960,22,20,Less Than 6 Ft,0.426,1.05,2.64,0.397,0.615,-0.219
4,203960,22,20,Less Than 10 Ft,0.485,1.27,3.0,0.424,0.572,-0.148
5,203960,22,19,Greater Than 15 Ft,0.493,1.18,3.05,0.388,0.374,0.014
0,1627789,49,49,Overall,1.0,2.45,5.59,0.438,0.449,-0.011
1,1627789,49,44,3 Pointers,0.416,0.82,2.33,0.351,0.357,-0.007
2,1627789,49,45,2 Pointers,0.584,1.63,3.27,0.5,0.503,-0.003
3,1627789,49,35,Less Than 6 Ft,0.259,0.9,1.45,0.62,0.608,0.011
4,1627789,49,40,Less Than 10 Ft,0.339,1.04,1.9,0.548,0.558,-0.009
5,1627789,49,47,Greater Than 15 Ft,0.566,1.04,3.16,0.329,0.372,-0.042
0,1626170,72,72,Overall,1.0,3.33,7.51,0.444,0.45,-0.006
1,1626170,72,67,3 Pointers,0.458,1.33,3.44,0.387,0.367,0.02
2,1626170,72,68,2 Pointers,0.542,2.0,4.07,0.491,0.5,-0.008
3,1626170,72,57,Less Than 6 Ft,0.264,1.22,1.99,0.615,0.614,0.002
4,1626170,72,63,Less Than 10 Ft,0.348,1.53,2.61,0.585,0.559,0.026
5,1626170,72,71,Greater Than 15 Ft,0.59,1.67,4.43,0.376,0.375,0.001
0,203943,50,50,Overall,1.0,3.24,6.82,0.475,0.464,0.011
1,203943,50,43,3 Pointers,0.276,0.58,1.88,0.309,0.359,-0.051
2,203943,50,46,2 Pointers,0.724,2.66,4.94,0.538,0.511,0.027
3,203943,50,42,Less Than 6 Ft,0.387,1.68,2.64,0.636,0.61,0.026
4,203943,50,43,Less Than 10 Ft,0.513,2.06,3.5,0.589,0.56,0.029
5,203943,50,48,Greater Than 15 Ft,0.419,0.98,2.86,0.343,0.373,-0.031
0,1627835,50,50,Overall,1.0,3.24,6.34,0.511,0.458,0.053
1,1627835,50,47,3 Pointers,0.35,1.0,2.22,0.45,0.367,0.084
2,1627835,50,48,2 Pointers,0.65,2.24,4.12,0.544,0.512,0.031
3,1627835,50,42,Less Than 6 Ft,0.353,1.5,2.24,0.67,0.621,0.049
4,1627835,50,46,Less Than 10 Ft,0.448,1.78,2.84,0.627,0.571,0.056
5,1627835,50,50,Greater Than 15 Ft,0.495,1.34,3.14,0.427,0.376,0.051
0,203930,45,45,Overall,1.0,1.87,3.6,0.519,0.436,0.082
1,203930,45,34,3 Pointers,0.42,0.53,1.51,0.353,0.358,-0.005
2,203930,45,39,2 Pointers,0.58,1.33,2.09,0.638,0.493,0.145
3,203930,45,29,Less Than 6 Ft,0.253,0.67,0.91,0.732,0.6,0.131
4,203930,45,36,Less Than 10 Ft,0.327,0.87,1.18,0.736,0.544,0.191
5,203930,45,38,Greater Than 15 Ft,0.574,0.82,2.07,0.398,0.367,0.031
0,203926,78,78,Overall,1.0,2.72,6.46,0.421,0.445,-0.024
1,203926,78,73,3 Pointers,0.417,0.85,2.69,0.314,0.368,-0.053
2,203926,78,77,2 Pointers,0.583,1.87,3.77,0.497,0.499,-0.002
3,203926,78,64,Less Than 6 Ft,0.278,1.12,1.79,0.621,0.615,0.006
4,203926,78,70,Less Than 10 Ft,0.389,1.4,2.51,0.556,0.556,0.0
5,203926,78,73,Greater Than 15 Ft,0.55,1.22,3.55,0.343,0.374,-0.032
0,203477,20,20,Overall,1.0,3.05,6.9,0.442,0.452,-0.01
1,203477,20,18,3 Pointers,0.362,0.75,2.5,0.3,0.365,-0.065
2,203477,20,19,2 Pointers,0.638,2.3,4.4,0.523,0.499,0.024
3,203477,20,16,Less Than 6 Ft,0.188,1.05,1.3,0.808,0.61,0.197
4,203477,20,18,Less Than 10 Ft,0.297,1.4,2.05,0.683,0.547,0.136
5,203477,20,20,Greater Than 15 Ft,0.594,1.35,4.1,0.329,0.383,-0.054
0,202710,59,59,Overall,1.0,4.71,10.69,0.441,0.458,-0.017
1,202710,59,58,3 Pointers,0.407,1.49,4.36,0.342,0.358,-0.016
2,202710,59,59,2 Pointers,0.593,3.22,6.34,0.508,0.51,-0.002
3,202710,59,57,Less Than 6 Ft,0.319,2.15,3.41,0.632,0.614,0.017
4,202710,59,59,Less Than 10 Ft,0.388,2.39,4.15,0.576,0.565,0.01
5,202710,59,59,Greater Than 15 Ft,0.536,1.98,5.73,0.346,0.371,-0.025
0,203530,45,45,Overall,1.0,2.58,4.51,0.571,0.48,0.091
1,203530,45,19,3 Pointers,0.163,0.36,0.73,0.485,0.363,0.122
2,203530,45,43,2 Pointers,0.837,2.22,3.78,0.588,0.527,0.061
3,203530,45,36,Less Than 6 Ft,0.473,1.58,2.13,0.74,0.625,0.114
4,203530,45,40,Less Than 10 Ft,0.606,1.8,2.73,0.659,0.584,0.075
5,203530,45,30,Greater Than 15 Ft,0.305,0.64,1.38,0.468,0.372,0.095
0,203487,52,52,Overall,1.0,2.63,5.62,0.469,0.448,0.021
1,203487,52,43,3 Pointers,0.353,0.79,1.98,0.398,0.36,0.038
2,203487,52,51,2 Pointers,0.647,1.85,3.63,0.508,0.501,0.007
3,203487,52,39,Less Than 6 Ft,0.257,0.85,1.44,0.587,0.611,-0.024
4,203487,52,44,Less Than 10 Ft,0.349,1.04,1.96,0.529,0.561,-0.031
5,203487,52,51,Greater Than 15 Ft,0.572,1.37,3.21,0.425,0.375,0.05
0,201959,82,82,Overall,1.0,5.94,12.74,0.466,0.467,-0.001
1,201959,82,82,3 Pointers,0.351,1.7,4.48,0.379,0.36,0.019
2,201959,82,82,2 Pointers,0.649,4.24,8.27,0.513,0.517,-0.004
3,201959,82,80,Less Than 6 Ft,0.35,2.76,4.46,0.617,0.619,-0.002
4,201959,82,81,Less Than 10 Ft,0.435,3.22,5.55,0.58,0.572,0.008
5,201959,82,82,Greater Than 15 Ft,0.507,2.45,6.46,0.379,0.371,0.008
0,201166,20,20,Overall,1.0,1.65,3.3,0.5,0.449,0.051
1,201166,20,13,3 Pointers,0.515,0.7,1.7,0.412,0.341,0.07
2,201166,20,17,2 Pointers,0.485,0.95,1.6,0.594,0.5,0.094
3,201166,20,13,Less Than 6 Ft,0.212,0.5,0.7,0.714,0.594,0.12
4,201166,20,14,Less Than 10 Ft,0.333,0.8,1.1,0.727,0.557,0.17
5,201166,20,14,Greater Than 15 Ft,0.621,0.8,2.05,0.39,0.353,0.038
0,201149,6,6,Overall,1.0,1.0,3.17,0.316,0.472,-0.157
1,201149,6,3,3 Pointers,0.158,0.17,0.5,0.333,0.342,-0.008
2,201149,6,6,2 Pointers,0.842,0.83,2.67,0.313,0.518,-0.206
3,201149,6,5,Less Than 6 Ft,0.263,0.5,0.83,0.6,0.604,-0.004
4,201149,6,6,Less Than 10 Ft,0.474,0.5,1.5,0.333,0.546,-0.213
5,201149,6,4,Greater Than 15 Ft,0.421,0.5,1.33,0.375,0.375,0.0
0,2200,77,77,Overall,1.0,4.64,10.17,0.456,0.477,-0.021
1,2200,77,61,3 Pointers,0.144,0.57,1.47,0.389,0.36,0.03
2,2200,77,76,2 Pointers,0.856,4.06,8.7,0.467,0.517,-0.049
3,2200,77,74,Less Than 6 Ft,0.47,2.43,4.78,0.508,0.614,-0.106
4,2200,77,75,Less Than 10 Ft,0.596,2.92,6.06,0.482,0.566,-0.084
5,2200,77,72,Greater Than 15 Ft,0.309,1.27,3.14,0.405,0.371,0.033
0,203503,73,73,Overall,1.0,3.99,8.25,0.483,0.45,0.034
1,203503,73,66,3 Pointers,0.36,1.18,2.97,0.396,0.358,0.038
2,203503,73,73,2 Pointers,0.64,2.81,5.27,0.532,0.5,0.032
3,203503,73,62,Less Than 6 Ft,0.248,1.48,2.04,0.725,0.614,0.111
4,203503,73,70,Less Than 10 Ft,0.384,1.95,3.16,0.615,0.564,0.051
5,203503,73,69,Greater Than 15 Ft,0.547,1.78,4.51,0.395,0.372,0.023
0,201571,74,74,Overall,1.0,3.0,6.49,0.463,0.437,0.026
1,201571,74,62,3 Pointers,0.398,1.0,2.58,0.387,0.354,0.033
2,201571,74,72,2 Pointers,0.602,2.0,3.91,0.512,0.487,0.025
3,201571,74,50,Less Than 6 Ft,0.196,0.92,1.27,0.723,0.604,0.119
4,201571,74,61,Less Than 10 Ft,0.283,1.15,1.84,0.625,0.545,0.08
5,201571,74,67,Greater Than 15 Ft,0.602,1.53,3.91,0.391,0.366,0.025
0,203104,3,3,Overall,1.0,4.67,9.0,0.519,0.446,0.073
1,203104,3,3,3 Pointers,0.556,2.0,5.0,0.4,0.348,0.052
2,203104,3,3,2 Pointers,0.444,2.67,4.0,0.667,0.505,0.162
3,203104,3,3,Less Than 6 Ft,0.296,2.0,2.67,0.75,0.593,0.158
4,203104,3,3,Less Than 10 Ft,0.333,2.0,3.0,0.667,0.557,0.11
5,203104,3,3,Greater Than 15 Ft,0.63,2.33,5.67,0.412,0.365,0.047
0,201949,71,71,Overall,1.0,4.38,9.73,0.45,0.468,-0.018
1,201949,71,66,3 Pointers,0.368,1.24,3.58,0.346,0.362,-0.015
2,201949,71,71,2 Pointers,0.632,3.14,6.15,0.51,0.517,-0.006
3,201949,71,66,Less Than 6 Ft,0.314,1.83,3.06,0.599,0.621,-0.022
4,201949,71,67,Less Than 10 Ft,0.431,2.21,4.2,0.527,0.569,-0.042
5,201949,71,69,Greater Than 15 Ft,0.501,1.85,4.87,0.379,0.376,0.003
0,1626246,33,33,Overall,1.0,2.15,4.61,0.467,0.496,-0.029
1,1626246,33,11,3 Pointers,0.112,0.15,0.52,0.294,0.289,0.005
2,1626246,33,33,2 Pointers,0.888,2.0,4.09,0.489,0.534,-0.045
3,1626246,33,29,Less Than 6 Ft,0.414,1.06,1.91,0.556,0.626,-0.07
4,1626246,33,29,Less Than 10 Ft,0.52,1.21,2.39,0.506,0.58,-0.073
5,1626246,33,24,Greater Than 15 Ft,0.382,0.82,1.76,0.466,0.363,0.102
0,1626153,67,67,Overall,1.0,2.81,6.57,0.427,0.441,-0.013
1,1626153,67,57,3 Pointers,0.318,0.64,2.09,0.307,0.359,-0.051
